messages,clean_text,label
"As usual..iam fine, happy &amp; doing well..:)",usual iam fine happy amp well,ham
Okie,okie,ham
So when you gonna get rimac access ,gon na get rimac access,ham
"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",im arestaurant eating squid 10 30 wan na dosomething late,ham
You call times job today ok umma and ask them to speed up,call time job today ok umma ask speed,ham
"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",hello call wen finish wrk fancy meetin wiv tonite need break dabooks 4 hr last nite 2 today wrk,ham
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,sam p eachother meet go 2 house,ham
:-) yeah! Lol. Luckily i didn't have a starring role like you!,yeah laughing loud luckily starring role like,ham
Hello madam how are you ?,hello madam,ham
"Awesome, text me when you're restocked",awesome text restocked,ham
"As usual..iam fine, happy &amp; doing well..:)",usual iam fine happy amp well,ham
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a ï¿½250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopï¿½1.50/week,knock knock txt whose 80082 enter weekly draw 4 250 gift voucher 4 store yr choice c www tkls com age16 stoptxtstop 1 50 week,spam
Yes. It's all innocent fun. O:-),yes innocent fun,ham
Thanks for sending this mental ability question..,thanks sending mental ability question,ham
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",sir hope day going smoothly really hoped wont bother bill settle month extra cash know challenging time also let know,ham
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,2marrow wed lt gt 2 aha,ham
I went to ur hon lab but no one is there.,went ur hon lab one,ham
I cant pick the phone right now. Pls send a message,cant pick phone right please send message,ham
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,hey pple 700 900 5 night excellent location wif breakfast hamper,ham
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,forwarded 21870000 hi mailbox messaging sm alert 40 match please call back 09056242159 retrieve message match cc100p min,spam
How come?,come,ham
Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,laughing loud nah bad thanks good b home quite reality check hows ur day anything website,ham
Ok lor...,ok lor,ham
I'm coming home 4 dinner.,coming home 4 dinner,ham
S da..al r above  &lt;#&gt;,da al lt gt,ham
"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only ï¿½1.50/wk.""",free ring tone text polys 87131 every week get new tone 0870737910216yrs 1 50 wk,spam
Unni thank you dear for the recharge..Rakhesh,unni thank dear recharge rakhesh,ham
I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,know lacking particular dramastorm detail part worried,ham
Haha... They cant what... At the most tmr forfeit... haha so how?,haha cant tmr forfeit haha,ham
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",hey glad better hear treated urself digi cam good 9pm fab new year c coupla wks,ham
No way I'm going back there!,way going back,ham
"URGENT! Your mobile No 077xxx WON a ï¿½2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",urgent mobile 077xxx 2 000 bonus caller prize 02 06 03 2nd attempt reach call 09066362206 soon possible box97n7qp 150ppm,spam
I WILL CAL YOU SIR. In meeting,cal sir meeting,ham
"That's what I love to hear :V see you sundayish, then",love hear v see sundayish,ham
"Sorry da thangam, very very sorry i am held up with prasad.",sorry da thangam sorry held prasad,ham
Tiwary to rcb.battle between bang and kochi.,tiwary rcb battle bang kochi,ham
Thank god they are in bed!,thank god bed,ham
No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,cancer mom making big deal regular checkup aka pap smear,ham
Am in gobi arts college,gobi art college,ham
Why she wants to talk to me,want talk,ham
Pandy joined 4w technologies today.he got job..,pandy joined 4w technology today got job,ham
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ï¿½500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150p mtmsgrcvd18,spam
"They can try! They can get lost, in fact. Tee hee",try get lost fact tee hee,ham
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi spoke maneesha v like know satisfied experience reply toll free yes,ham
My friends use to call the same.,friend use call,ham
"Sorry, I'll call later",sorry call later,ham
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",em olowoyey usc edu great time argentina sad secretary everything blessing,ham
"It,,s a taxt massage....tie-pos argh ok! Lool!",taxt massage tie po argh ok lool,ham
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",hi please get lt gt dollar loan pay back mid february please,ham
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",might want pull case plan spending much confidence derek taylor money management,ham
Do you like shaking your booty on the dance floor?,like shaking booty dance floor,ham
"Text me when you get off, don't call, my phones having problems",text get call phone problem,ham
No need for the drug anymore.,need drug anymore,ham
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,sorry da thought calling lot time lil busy call noon,ham
Its sarcasm.. .nt scarcasim,sarcasm nt scarcasim,ham
Great! I have to run now so ttyl!,great run talk later,ham
Feel like trying kadeem again? :V,feel like trying kadeem v,ham
Dai  &lt;#&gt;  naal eruku.,dai lt gt naal eruku,ham
Not yet chikku..wat abt u?,yet chikku wat abt,ham
Ok...,ok,ham
Want to finally have lunch today?,want finally lunch today,ham
Do you know when dad will be back?,know dad back,ham
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",hello darling today would love chat dont tell look like sexy,spam
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,8007 free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate www getzed co uk pobox 36504 w4 5wq norm 150p tone 16,spam
He remains a bro amongst bros,remains bro amongst bros,ham
R u meeting da ge at nite tmr?,meeting da ge nite tmr,ham
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",nice day impressively sensible went home early feel fine boring remember,ham
Why de. You looking good only:-)..,de looking good,ham
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp ï¿½1.50/msg,wan na get laid 2nite want real dogging location sent direct ur mobile join uk largest dogging network txt park 69696 nyt ec2a 3lp 1 50 msg,spam
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery,spam
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,yes replied mail going management office later plus bank later also wednesday,ham
"That's cool, I'll come by like  &lt;#&gt; ish",cool come like lt gt ish,ham
Super msg da:)nalla timing.,super msg da nalla timing,ham
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",good afternoon boytoy feeling today better hope good boy obedient slave please queen,ham
I am 6 ft. We will be a good combination!,6 ft good combination,ham
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,sick needy want pout stomp foot pout stomp foot want slave want,ham
* Am on a train back from northampton so i'm afraid not!,train back northampton afraid,ham
Where in abj are you serving. Are you staying with dad or alone.,abj serving staying dad alone,ham
Was playng 9 doors game and gt racing on phone lol,playng 9 door game gt racing phone laughing loud,ham
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",new tone week include 1 mcfly ab 2 sara jorge shock 3 smith switch order follow instruction next message,spam
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve case man found murdered lt decimal gt lt gt afternoon 1 wife called police 2 police questioned everyone 3 wife sir sleeping murder took place 4 cook cooking 5 gardener picking vegetable 6 house maid went 2 post office 7 child went 2 play 8 neighbour went 2 marriage police arrested murderer immediately reply reason brilliant,ham
I'm on da bus going home...,da bus going home,ham
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,got call landline number asked come anna nagar go afternoon,ham
I'm okay. Chasing the dream. What's good. What are you doing next.,okay chasing dream good next,ham
Yupz... I've oredi booked slots 4 my weekends liao... ,yupz oredi booked slot 4 weekend liao,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a ï¿½800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,urgent trying contact today draw show 800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs,spam
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,many model sony ericson also der lt gt luks good bt forgot modl,ham
Okie,okie,ham
Yes I know the cheesy songs from frosty the snowman :),yes know cheesy song frosty snowman,ham
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ya ok vikky vl c witin lt gt min il reply,ham
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,sport fan get latest sport news str 2 ur mobile 1 wk free plus free tone txt sport 8007 www getzed co uk 0870141701216 norm 4txt 120p,spam
Hey tmr meet at bugis 930 ?,hey tmr meet bugis 930,ham
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",urgent urgent 800 free flight europe give away call 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm,spam
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,nice new shirt thing wear nudist themed mu,ham
Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,hey sexy bun day word morning ym think,ham
And whenever you and i see we can still hook up too.,whenever see still hook,ham
Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,nope going home go pump petrol lor like going 2 rain soon,ham
Can you use foreign stamps for whatever you send them off for? ,use foreign stamp whatever send,ham
FROM 88066 LOST ï¿½12 HELP,88066 lost 12 help,spam
Oh baby of the house. How come you dont have any new pictures on facebook,oh baby house come dont new picture facebook,ham
"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",feb lt gt love day send dis ur valued frnds evn 3 come back gt married person luv ignore dis lose ur luv 4 evr,ham
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",hiya sorry hav signal seen heard neither unusual put case get sort hug snogs,ham
"Omw back to tampa from west palm, you hear what happened?",way back tampa west palm hear happened,ham
Yup no more already... Thanx 4 printing n handing it up.,yup already thanx 4 printing n handing,ham
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,freemsg fancy flirt reply date join uk fastest growing mobile dating service msg rcvd 25p optout txt stop 83021 reply date,spam
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,mean come chase stated watch many movie want,ham
S now only i took tablets . Reaction morning only.,took tablet reaction morning,ham
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer double min double txt best orange tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt c,spam
"Nah, I'm a perpetual DD",nah perpetual dd,ham
Sorry de i went to shop.,sorry de went shop,ham
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,hope enjoyed new content text stop 61610 unsubscribe help 08712400602450p provided tones2you co uk,spam
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,ham
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,hey still want go yogasana coz end cine go bathe hav steam bath,ham
Nope i'm not drivin... I neva develop da photos lei...,nope drivin neva develop da photo lei,ham
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,thinking going reg pract lesson flung advance haha wat time going,ham
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,cool lt gt inch long hope like big,ham
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,ham
Okie.. Thanx..,okie thanx,ham
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 day euro2004 kickoff kept informed latest news result daily unsubscribe send get euro stop 83222,spam
Go where n buy? Juz buy when we get there lar.,go n buy juz buy get lar,ham
Ok lor...,ok lor,ham
I'm working technical support :)voice process.,working technical support voice process,ham
It's justbeen overa week since we broke up and already our brains are going to mush!,justbeen overa week since broke already brain going mush,ham
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",tunde wishing great day abiola,ham
Nope... C ï¿½_ then...,nope c,ham
No. But we'll do medical missions to nigeria,medical mission nigeria,ham
No i am not having not any movies in my laptop,movie laptop,ham
Whatsup there. Dont u want to sleep,whatsup dont want sleep,ham
Urgent Please call 09066612661 from landline. ï¿½5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ï¿½ï¿½ï¿½,urgent please call 09066612661 landline 5000 cash luxury 4 canary island holiday await collection c sae award 20m12aq 150ppm 16,spam
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or ï¿½1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",urgent please call 09066612661 landline complimentary 4 lux costa del sol holiday 1000 cash await collection ppm 150 sae c james 28 eh74rr,spam
I havent lei.. Next mon can?,havent lei next mon,ham
Mm feeling sleepy. today itself i shall get that dear,mm feeling sleepy today shall get dear,ham
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,dare stupid wont tell anything hear wont talk,ham
Do ï¿½_ noe if ben is going?,noe ben going,ham
Can you do a mag meeting this avo at some point?,mag meeting avo point,ham
I meant middle left or right?,meant middle left right,ham
Really? I crashed out cuddled on my sofa.,really crashed cuddled sofa,ham
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,hi chachi tried calling unable reach pl give missed cal c tiz msg kanagu,ham
"I sent you the prices and do you mean the  &lt;#&gt; g,",sent price mean lt gt g,ham
Are you this much buzy,much buzy,ham
Nothing. Can...,nothing,ham
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,know know send chat 86688 let find 150p msg rcvd hg suite342 2lands row w1j6hl ldn 18 year,spam
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,working ringing thing whole houseful screaming brat pulling hair loving,ham
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,family responding anything room went home diwali one called coming make feel like died,ham
"Tick, tick, tick ... Babe",tick tick tick babe,ham
R ï¿½_ going 4 today's meeting?,going 4 today meeting,ham
K da:)how many page you want?,k da many page want,ham
Ya had just now.onion roast.,ya onion roast,ham
Send his number and give reply tomorrow morning for why you said that to him like that ok,send number give reply tomorrow morning said like ok,ham
You said not now. No problem. When you can. Let me know.,said problem let know,ham
Ok but tell me half an hr b4 u come i need 2 prepare.,ok tell half hr come need 2 prepare,ham
Play w computer? Aiyah i tok 2 u lor?,play w computer aiyah tok 2 lor,ham
Sat right? Okay thanks... ,sat right okay thanks,ham
"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",derp worse dude always want party dude file complaint three drug abuser life,ham
Ok Chinese food on its way. When I get fat you're paying for my lipo.,ok chinese food way get fat paying lipo,ham
We r outside already.,outside already,ham
Have a good trip. Watch out for . Remember when you get back we must decide about easter.,good trip watch remember get back must decide easter,ham
Yo we are watching a movie on netflix,yo watching movie netflix,ham
What time. Iï¿½ï¿½ï¿½m out until prob 3 or so,time prob 3,ham
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",meh thgt clash really ah dun mind dun seen lost weight gee,ham
I dont thnk its a wrong calling between us,dont thnk wrong calling u,ham
I am not sure about night menu. . . I know only about noon menu,sure night menu know noon menu,ham
ARR birthday today:) i wish him to get more oscar.,arr birthday today wish get oscar,ham
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowly god love amp need clean heart blood send ten special people amp c miracle tomorrow please please,ham
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay,ham
 and  picking them up from various points,picking various point,ham
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,married local woman looking discreet action 5 real match instantly phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,spam
Wow v v impressed. Have funs shopping!,wow v v impressed fun shopping,ham
I am on the way to ur home,way ur home,ham
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,burger king wan na play footy top stadium get 2 burger king 1st sept go large super coca cola walk winner,spam
No problem. Talk to you later,problem talk later,ham
Then ur sis how?,ur si,ham
Still in customer place,still customer place,ham
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,come take little time child afraid dark become teenager want stay night,spam
"Dude u knw also telugu..thts gud..k, gud nyt..",dude knw also telugu thts gud k gud nyt,ham
We confirm eating at esplanade?,confirm eating esplanade,ham
Send me your id and password,send id password,ham
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning,ham
"For ur chance to win a ï¿½250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",ur chance win 250 cash every wk txt action 80608 c www movietrivia tv custcare 08712405022 1x150p wk,spam
Well I might not come then...,well might come,ham
Long after I quit. I get on only like 5 minutes a day as it is.,long quit get like 5 minute day,ham
Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,likely called mittelschmertz google dont paracetamol dont worry go,ham
Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,well right gon na get check today steam sale pee text want come get,ham
"Just arrived, see you in a couple days &lt;3",arrived see couple day lt 3,ham
"K, wat s tht incident?",k wat tht incident,ham
Yeah get the unlimited,yeah get unlimited,ham
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,cthen thk shd b enuff still got conclusion n content pg n reference b da content pg n cover pg,ham
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",forgot take 3 year shower sorry phone dead yet,ham
ï¿½ï¿½ got wat to buy tell us then ï¿½_ no need to come in again.,got wat buy tell u need come,ham
When you are big..| God will bring success.,big god bring success,ham
Uï¿½Ûªve Bin Awarded ï¿½50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min ï¿½50-ï¿½500. OptOut 08718727870,bin awarded 50 play 4 instant cash call 08715203028 claim every 9th player win min 50 500 optout 08718727870,spam
"ï¿½ï¿½_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""
ham""",stayin extra week back next wed rugby weekend hi c soon ham,ham
Not from this campus. Are you in the library?,campus library,ham
"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",affidavit say lt gt e twiggs st division g courtroom lt gt lt time gt double check text tomorrow,ham
How will I creep on you now? ;_;,creep,ham
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,tell friend plan valentine day lt url gt,ham
If I get there before you after your ten billion calls and texts so help me god,get ten billion call text help god,ham
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,ham
I've told him that i've returned it. That should i re order it.,told returned order,ham
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office,ham
Depends on where u going lor.,depends going lor,ham
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,smile right go world wonder smiling think crazy keep away grin,ham
FreeMsg>FAV XMAS TONES!Reply REAL,freemsg fav xmas tone reply real,spam
Lil fever:) now fine:),lil fever fine,ham
I think it's all still in my car,think still car,ham
Can a not?,,ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906,spam
Yes princess! I want to catch you with my big strong hands...,yes princess want catch big strong hand,ham
Oh yeah I forgot. U can only take 2 out shopping at once.,oh yeah forgot take 2 shopping,ham
Mm so you asked me not to call radio,mm asked call radio,ham
Thinkin about someone is all good. No drugs for that,thinkin someone good drug,ham
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowly god love amp need clean heart blood send ten special people amp c miracle tomorrow please please,ham
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",enjoy shower possessiveness poured ur loved one bcoz world lie golden gift loved truly,ham
"Alright if you're sure, let me know when you're leaving",alright sure let know leaving,ham
Some are lasting as much as 2 hours. You might get lucky.,lasting much 2 hour might get lucky,ham
Genius what's up. How your brother. Pls send his number to my skype.,genius brother please send number skype,ham
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",great poly tone 4 mob direct 2u rply poly title 8007 eg poly breathe1 title crazyin sleepingwith finest ymca getzed co uk pobox365o4w45wq 300p,spam
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk em find wtc far weiyi goin e rest dunno yet ur goin 4 dinner den might b able join,ham
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,forget owns private property good boy always passionate kiss,ham
INTERFLORA - ï¿½ï¿½It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,interflora late order interflora flower christmas call 0800 505060 place order midnight tomorrow,spam
Oh god..taken the teeth?is it paining,oh god taken teeth paining,ham
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,spam
Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,ask darren go n pick lor oso sian tmr haf 2 meet lect,ham
No need to buy lunch for me.. I eat maggi mee..,need buy lunch eat maggi mee,ham
"Congratulations - Thanks to a good friend U have WON the ï¿½2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",congratulation thanks good friend 2 000 xmas prize 2 claim easy call 08712103738 10p per minute bt national rate,spam
Ok lor...,ok lor,ham
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",oh right ok make sure load work day got really nasty cough today dry n shot really help,ham
Wife.how she knew the time of murder exactly,wife knew time murder exactly,ham
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,send logo 2 ur lover 2 name joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,spam
Howz that persons story,howz person story,ham
Thanx 4 sending me home...,thanx 4 sending home,ham
Its normally hot mail. Com you see!,normally hot mail com see,ham
"You've won tkts to the EURO2004 CUP FINAL or ï¿½800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",tkts euro2004 cup final 800 cash collect call 09058099801 b4190604 pobox 7876150ppm,spam
U sick still can go shopping?,sick still go shopping,ham
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ya well fine bbd pooja full pimple even become quite black ur rite cold wearing sweatter,ham
Nice.nice.how is it working?,nice nice working,ham
1's reach home call me.,1 reach home call,ham
Were trying to find a Chinese food place around here,trying find chinese food place around,ham
"Easy mate, * guess the quick drink was bit ambitious.",easy mate guess quick drink bit ambitious,ham
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,babe miiiiiiissssssssss need crave geeee sad without babe love,ham
Ok thanx...,ok thanx,ham
aathi..where are you dear..,aathi dear,ham
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",tunji queen wishing great day abiola,ham
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,today iz yellow rose day love frndship give 1 misscall amp send ur frndz amp see many miss call get get 6missed marry ur lover,ham
Will be out of class in a few hours. Sorry,class hour sorry,ham
Wat time u finish ur lect today?,wat time finish ur lect today,ham
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",free message jamster get crazy frog sound poly text mad1 real text mad2 88888 6 crazy sound 3 gbp week 16 c apply,spam
